ID,Gender,Has a car,Has a property,Children count,Income,Employment status,Education level,Marital status,Dwelling,Age,Employment length,Has a mobile phone,Has a work phone,Has a phone,Has an email,Job title,Family member count,Risk
5047906,F,N,Y,2,202500,Working,Secondary / secondary special,Married,Municipal apartment,31,12,1,0,0,0,Laborers,4,0
5085828,F,N,N,0,351000,Commercial associate,Higher education,Married,House / apartment,59,2,1,0,1,0,,2,0
5052695,M,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,28,4,1,0,0,0,Laborers,2,0
5041522,M,Y,Y,0,450000,Commercial associate,Higher education,Separated,House / apartment,44,2,1,1,1,0,,1,1
5029465,F,Y,Y,1,112500,Commercial associate,Higher education,Civil marriage,House / apartment,28,8,1,0,0,1,Core staff,3,0
5114652,F,N,Y,0,112500,Working,Incomplete higher,Single / not married,House / apartment,22,0,1,0,0,0,Sales staff,1,0
5053549,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,57,3,1,0,1,0,Laborers,2,0
5041265,F,N,Y,0,99000,State servant,Higher education,Married,House / apartment,50,22,1,1,1,0,Laborers,2,0
5112976,M,Y,N,0,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,43,6,1,1,0,0,Drivers,2,0
5065337,M,Y,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,50,10,1,0,0,0,Laborers,3,0
5024363,M,N,Y,1,81000,Working,Secondary / secondary special,Married,House / apartment,33,3,1,0,0,0,Laborers,3,0
5010795,F,N,N,0,45000,State servant,Secondary / secondary special,Married,House / apartment,38,14,1,1,1,0,Medicine staff,2,0
5038939,F,N,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,57,13,1,1,1,0,,1,0
5105547,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,31,4,1,0,0,0,Sales staff,3,0
5118365,F,N,N,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,28,5,1,1,0,0,Medicine staff,2,0
5116012,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,49,9,1,0,0,0,Sales staff,2,0
5053332,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,36,2,1,0,0,0,Drivers,2,0
5065650,M,Y,N,1,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,40,8,1,1,1,0,Drivers,3,0
5132621,M,Y,Y,1,292500,Commercial associate,Higher education,Married,House / apartment,28,2,1,1,1,1,Core staff,3,0
5149269,M,Y,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,60,4,1,0,1,0,Realty agents,2,0
5135640,M,N,N,0,180000,Working,Secondary / secondary special,Single / not married,Office apartment,45,2,1,0,1,0,Laborers,1,0
5041690,F,N,Y,0,315000,Working,Secondary / secondary special,Single / not married,House / apartment,28,2,1,0,0,0,Accountants,1,0
5113319,F,N,Y,0,171000,Working,Higher education,Separated,House / apartment,53,15,1,0,0,1,Core staff,1,0
5029228,M,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,53,12,1,0,1,0,Laborers,2,0
5068865,M,N,Y,0,162000,Working,Secondary / secondary special,Married,House / apartment,27,1,1,1,1,1,Low-skill Laborers,2,0
5089808,F,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,32,9,1,0,0,0,Managers,3,0
5041572,M,Y,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,52,1,1,1,1,0,Laborers,3,0
5050780,M,N,N,0,180000,State servant,Secondary / secondary special,Single / not married,House / apartment,28,5,1,0,0,0,Laborers,1,0
5054204,M,Y,N,0,135000,Working,Higher education,Single / not married,House / apartment,25,3,1,1,1,0,Drivers,1,0
5142727,F,N,N,2,135000,Working,Higher education,Civil marriage,House / apartment,37,17,1,1,0,0,Accountants,4,0
5069056,M,Y,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,48,6,1,0,0,0,Laborers,2,0
5028715,F,N,Y,0,139500,Working,Higher education,Married,With parents,25,1,1,0,0,1,,2,0
5146553,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,48,3,1,0,0,0,Medicine staff,2,0
5117401,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,26,5,1,0,0,0,Laborers,1,0
5033940,M,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,47,3,1,0,0,0,Laborers,2,0
5026512,F,Y,Y,2,112500,Working,Secondary / secondary special,Married,House / apartment,35,0,1,0,1,0,Sales staff,4,0
5113739,M,N,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,28,8,1,0,0,0,,3,0
5125548,F,N,Y,0,225000,Commercial associate,Higher education,Married,House / apartment,25,4,1,0,1,0,Managers,2,0
5028505,F,N,Y,1,157500,Commercial associate,Higher education,Married,House / apartment,38,9,1,0,0,1,Accountants,3,0
5112594,F,N,Y,0,103500,Working,Secondary / secondary special,Married,House / apartment,61,35,1,1,1,0,Managers,2,0
5087702,M,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,58,1,1,0,0,0,Security staff,2,0
5044487,F,Y,Y,0,135000,Working,Secondary / secondary special,Widow,House / apartment,45,3,1,0,0,0,,1,0
5113389,M,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,48,1,1,0,0,1,Drivers,2,0
5117061,F,Y,Y,2,121500,Commercial associate,Secondary / secondary special,Married,House / apartment,39,10,1,0,0,0,Laborers,4,0
5112964,F,N,N,0,135000,Working,Higher education,Single / not married,House / apartment,36,15,1,0,1,0,,1,0
5078968,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Separated,House / apartment,32,5,1,0,1,0,Sales staff,1,0
5105792,F,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,30,1,1,0,0,0,,2,0
5148841,M,Y,Y,0,112500,Commercial associate,Higher education,Married,House / apartment,38,3,1,0,0,0,Security staff,2,0
5115426,F,Y,Y,2,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,34,9,1,0,0,0,High skill tech staff,4,0
5008967,M,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,43,2,1,0,1,0,,2,0
5090066,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,50,11,1,0,0,0,Accountants,2,0
5024121,F,N,Y,1,135000,Working,Secondary / secondary special,Widow,House / apartment,42,0,1,0,0,0,Sales staff,2,0
5033805,F,N,N,0,180000,Commercial associate,Secondary / secondary special,Separated,House / apartment,44,6,1,0,0,0,,1,0
5028900,M,Y,Y,0,270000,Working,Lower secondary,Separated,House / apartment,52,10,1,1,0,0,Laborers,1,0
5105740,F,N,Y,3,292500,Commercial associate,Secondary / secondary special,Married,House / apartment,33,1,1,0,0,0,Core staff,5,1
5025204,F,N,N,0,247500,Working,Secondary / secondary special,Married,Municipal apartment,54,8,1,0,0,0,Sales staff,2,0
5008856,F,Y,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,43,8,1,0,0,0,Laborers,4,0
5038839,M,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,50,3,1,0,0,0,Laborers,2,0
5069490,F,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,39,5,1,0,0,0,Sales staff,2,0
5048635,M,N,N,2,135000,Working,Secondary / secondary special,Married,House / apartment,37,1,1,0,0,0,Laborers,4,0
5068802,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,32,1,1,0,0,1,Accountants,3,0
5114328,F,N,N,1,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,27,3,1,0,0,0,Laborers,3,0
5028424,F,N,N,0,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,48,3,1,0,0,0,Medicine staff,2,0
5088551,F,N,Y,0,90000,Commercial associate,Higher education,Separated,House / apartment,50,24,1,0,0,0,Core staff,1,0
5135360,F,Y,Y,0,112500,State servant,Secondary / secondary special,Married,House / apartment,41,2,1,0,0,0,Cooking staff,2,0
5115416,F,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,59,3,1,0,0,0,,2,0
5087629,F,N,N,1,157500,Working,Higher education,Married,With parents,34,0,1,0,0,0,Sales staff,3,0
5091725,F,Y,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,38,6,1,0,0,0,Medicine staff,2,0
5067811,M,N,Y,1,157500,Working,Secondary / secondary special,Civil marriage,Municipal apartment,36,2,1,0,0,0,Drivers,3,0
5024378,M,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,34,5,1,0,0,0,Core staff,2,0
5113522,M,Y,Y,1,270000,Working,Higher education,Married,House / apartment,47,3,1,0,0,0,Laborers,3,0
5062226,F,N,N,1,157500,Working,Secondary / secondary special,Civil marriage,With parents,30,1,1,0,1,0,Cooking staff,3,0
5116045,F,Y,Y,0,144000,Working,Secondary / secondary special,Married,House / apartment,36,5,1,0,0,0,Core staff,2,0
5142736,M,N,N,1,360000,Working,Higher education,Married,House / apartment,30,1,1,1,1,0,Managers,3,0
5053726,F,Y,Y,1,225000,Working,Higher education,Separated,House / apartment,40,4,1,0,0,0,Core staff,2,0
5116451,M,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,29,0,1,0,0,0,Laborers,1,0
5022901,F,N,Y,1,135000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,29,6,1,0,0,1,,3,0
5023303,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,28,5,1,0,0,0,Laborers,3,0
5022180,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,41,21,1,0,0,0,High skill tech staff,2,0
5045362,M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,47,6,1,1,0,0,Laborers,1,0
5096053,M,N,N,0,67500,Working,Higher education,Single / not married,With parents,31,6,1,1,1,0,Laborers,1,0
5117077,F,N,N,0,180000,Working,Higher education,Married,House / apartment,27,1,1,0,0,0,Accountants,2,0
5061955,F,N,N,0,90000,State servant,Higher education,Married,Rented apartment,43,4,1,0,0,0,Core staff,2,0
5009995,M,Y,Y,1,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,38,1,1,0,0,0,Managers,3,0
5136020,M,Y,N,1,351000,Commercial associate,Secondary / secondary special,Married,House / apartment,44,23,1,0,0,0,Private service staff,3,0
5113183,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,53,4,1,0,0,0,,2,0
5125394,M,Y,N,0,292500,Working,Higher education,Married,House / apartment,49,1,1,0,0,0,Managers,2,0
5058416,F,N,Y,1,108000,State servant,Secondary / secondary special,Married,House / apartment,38,8,1,0,0,0,Core staff,3,0
5132632,F,N,Y,0,202500,Working,Higher education,Married,House / apartment,35,2,1,1,1,0,Accountants,2,0
5068562,M,Y,Y,0,225000,Working,Incomplete higher,Married,House / apartment,27,1,1,0,1,0,,2,0
5142095,M,N,N,0,315000,Working,Secondary / secondary special,Married,House / apartment,29,2,1,1,0,0,Security staff,2,0
5142723,F,N,N,2,135000,Working,Higher education,Civil marriage,House / apartment,37,17,1,1,0,0,Accountants,4,0
5053809,M,N,N,0,180000,Working,Higher education,Married,House / apartment,40,2,1,0,0,0,Core staff,2,0
5062478,F,N,Y,0,157500,Working,Higher education,Married,House / apartment,42,8,1,0,0,1,Medicine staff,2,0
5026188,M,Y,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,49,2,1,1,0,0,Laborers,2,0
5009042,F,N,Y,0,148500,Working,Higher education,Married,House / apartment,48,2,1,0,0,0,Core staff,2,0
5068967,M,Y,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,41,3,1,0,0,0,Drivers,3,0
5148800,M,N,Y,0,117000,Working,Incomplete higher,Single / not married,House / apartment,23,0,1,0,0,0,Cooking staff,1,0
5132740,M,N,Y,1,81000,Working,Secondary / secondary special,Married,House / apartment,43,10,1,0,1,0,Laborers,3,0
5095253,M,Y,Y,1,450000,Working,Higher education,Married,House / apartment,28,4,1,0,1,0,Managers,3,0
5022761,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,26,3,1,0,0,1,Sales staff,2,0
5149725,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,28,0,1,0,0,0,,2,0
5028610,M,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,With parents,29,5,1,0,1,0,Sales staff,1,0
5118325,F,N,N,1,180000,Working,Secondary / secondary special,Married,Rented apartment,26,3,1,1,0,0,Laborers,3,0
5146578,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,With parents,44,8,1,0,0,0,Core staff,2,0
5142211,F,Y,Y,0,112500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,52,3,1,0,1,1,Medicine staff,1,0
5136953,F,N,N,0,180000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,56,5,1,1,1,0,,2,0
5028437,M,Y,Y,0,315000,Working,Higher education,Married,House / apartment,42,9,1,0,0,0,Managers,2,0
5104970,M,Y,N,0,225000,Working,Higher education,Married,House / apartment,53,5,1,1,1,0,,2,0
5099901,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,55,18,1,0,0,0,Laborers,2,0
5052592,F,N,Y,0,76500,State servant,Secondary / secondary special,Married,House / apartment,51,18,1,0,0,0,,2,0
5067311,F,N,N,0,112500,State servant,Secondary / secondary special,Married,House / apartment,44,4,1,0,0,0,Core staff,2,0
5044786,M,Y,Y,1,247500,Working,Higher education,Married,Municipal apartment,42,0,1,0,1,0,Sales staff,3,0
5090791,F,Y,Y,0,238500,Working,Higher education,Married,House / apartment,41,19,1,0,0,0,Medicine staff,2,0
5079234,F,N,Y,0,112500,Working,Higher education,Single / not married,House / apartment,39,8,1,0,0,0,,1,0
5045596,F,Y,Y,0,153000,Working,Secondary / secondary special,Married,House / apartment,40,0,1,0,0,0,,2,0
5025748,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,42,0,1,0,0,1,Core staff,1,0
5056011,M,N,N,3,58500,Working,Secondary / secondary special,Married,With parents,44,2,1,1,1,0,Laborers,5,0
5146339,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,44,1,1,0,0,0,Sales staff,2,0
5105418,F,N,Y,0,193500,Working,Secondary / secondary special,Single / not married,House / apartment,50,26,1,0,0,0,,1,0
5067416,M,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,32,10,1,0,0,1,Managers,2,0
5126080,F,N,Y,1,112500,State servant,Secondary / secondary special,Married,House / apartment,40,7,1,0,0,0,Managers,3,0
5054165,F,N,N,1,67500,Working,Secondary / secondary special,Married,House / apartment,30,0,1,0,1,0,Sales staff,3,0
5053357,F,N,Y,0,171000,Commercial associate,Secondary / secondary special,Married,House / apartment,55,7,1,0,0,0,Cleaning staff,2,0
5085671,F,N,Y,0,180000,Working,Secondary / secondary special,Widow,House / apartment,48,4,1,0,0,0,Accountants,1,0
5044590,F,N,N,2,450000,Working,Higher education,Married,House / apartment,32,0,1,0,0,0,Core staff,4,0
5135573,F,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,32,2,1,0,0,0,Medicine staff,2,0
5143148,M,Y,N,0,360000,Commercial associate,Incomplete higher,Single / not married,House / apartment,25,3,1,1,0,0,,1,0
5136944,F,N,N,1,202500,State servant,Secondary / secondary special,Married,House / apartment,35,4,1,1,0,0,High skill tech staff,3,0
5074529,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,52,9,1,0,0,0,High skill tech staff,1,0
5088833,F,N,Y,0,612000,State servant,Secondary / secondary special,Married,House / apartment,34,10,1,0,0,1,Accountants,2,0
5046555,M,Y,Y,0,360000,Working,Higher education,Married,House / apartment,47,13,1,0,0,0,Laborers,2,0
5091540,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,42,8,1,0,1,0,Laborers,2,0
5021861,F,Y,Y,1,315000,State servant,Higher education,Widow,House / apartment,49,1,1,0,1,1,,2,0
5118299,F,N,N,2,139500,Working,Incomplete higher,Married,With parents,36,8,1,1,1,0,Core staff,4,0
5148863,M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,27,5,1,0,0,0,Drivers,1,0
5068352,M,Y,Y,1,135000,Commercial associate,Higher education,Married,House / apartment,49,1,1,1,1,0,Managers,3,0
5021211,M,Y,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,37,3,1,0,0,0,Drivers,3,0
5033735,F,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,34,16,1,0,0,0,Cooking staff,3,0
5136972,F,N,N,0,306000,State servant,Higher education,Married,House / apartment,34,15,1,0,0,0,Medicine staff,2,0
5061317,F,Y,Y,1,261000,State servant,Higher education,Married,House / apartment,41,4,1,0,0,0,Managers,3,0
5028874,M,N,N,3,126000,Working,Secondary / secondary special,Civil marriage,With parents,33,3,1,0,0,1,,5,0
5096289,F,N,N,0,76500,Working,Secondary / secondary special,Married,House / apartment,47,3,1,1,0,0,,2,0
5090574,F,N,Y,2,121500,Working,Secondary / secondary special,Married,House / apartment,26,8,1,1,1,0,Laborers,4,0
5137232,M,Y,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,38,7,1,1,0,0,Drivers,2,0
5009429,M,N,N,0,198000,Working,Secondary / secondary special,Single / not married,With parents,23,3,1,1,0,0,Laborers,1,0
5065473,F,N,N,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,26,2,1,0,0,0,Sales staff,3,0
5045985,F,N,N,0,117000,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,47,2,1,0,0,0,Laborers,1,0
5036039,M,N,Y,0,256500,Working,Secondary / secondary special,Married,House / apartment,55,7,1,0,1,0,Laborers,2,0
5035823,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,55,9,1,0,0,0,Drivers,1,0
5149882,F,Y,Y,1,391500,Commercial associate,Higher education,Married,House / apartment,47,1,1,0,1,0,Managers,3,0
5029119,F,Y,Y,2,225000,State servant,Higher education,Married,House / apartment,40,12,1,0,0,0,Medicine staff,4,0
5099796,M,Y,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,38,6,1,1,1,0,,4,0
5022502,M,Y,N,1,405000,State servant,Secondary / secondary special,Married,House / apartment,38,6,1,0,0,0,Medicine staff,3,0
5096342,F,N,N,0,112500,Working,Secondary / secondary special,Married,Municipal apartment,32,3,1,1,0,0,Laborers,2,0
5089948,F,N,Y,0,202500,Working,Secondary / secondary special,Widow,House / apartment,51,3,1,0,0,0,Sales staff,1,0
5079141,F,N,Y,2,67500,Working,Secondary / secondary special,Separated,House / apartment,37,8,1,1,0,0,Sales staff,3,0
5068463,F,N,Y,1,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,27,5,1,0,1,0,Private service staff,3,0
5025149,F,N,Y,0,103500,Working,Secondary / secondary special,Civil marriage,House / apartment,50,4,1,0,0,0,,2,0
5037004,F,Y,Y,0,270000,Working,Higher education,Married,House / apartment,51,7,1,0,1,0,,2,0
5067126,F,Y,Y,4,112500,Working,Secondary / secondary special,Married,House / apartment,37,11,1,0,0,0,Medicine staff,6,0
5125210,M,N,N,0,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,26,2,1,0,0,0,,1,0
5029346,M,Y,Y,0,270000,Working,Higher education,Married,House / apartment,29,1,1,0,0,0,Drivers,2,0
5132588,F,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,40,2,1,1,1,0,Accountants,2,0
5125252,M,Y,N,1,337500,State servant,Higher education,Married,House / apartment,35,9,1,0,0,0,,3,0
5095301,F,Y,Y,0,225000,Working,Higher education,Married,House / apartment,33,10,1,0,0,0,Core staff,2,0
5092261,M,N,Y,0,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,48,0,1,0,0,0,Security staff,2,0
5092004,F,N,N,0,112500,Commercial associate,Higher education,Married,With parents,53,4,1,0,0,0,Accountants,2,0
5050657,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,40,2,1,1,1,0,Accountants,2,0
5036854,F,Y,Y,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,44,12,1,0,0,0,Laborers,2,0
5045625,F,N,Y,1,270000,State servant,Secondary / secondary special,Married,House / apartment,39,6,1,0,0,0,Medicine staff,3,0
5058463,F,N,Y,2,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,34,4,1,0,0,0,Laborers,4,0
5087537,M,N,Y,0,81000,Commercial associate,Higher education,Single / not married,House / apartment,27,5,1,0,1,0,Laborers,1,0
5095758,F,N,N,0,157500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,39,0,1,1,0,0,,2,0
5054273,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,39,10,1,0,1,0,Secretaries,2,0
5095165,M,Y,Y,0,252000,Commercial associate,Higher education,Married,House / apartment,37,7,1,0,0,0,Drivers,2,0
5105874,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,31,5,1,1,0,0,,2,0
5135431,M,Y,N,2,234000,State servant,Secondary / secondary special,Married,House / apartment,28,8,1,0,1,0,Laborers,4,0
5149220,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,34,2,1,0,0,1,Laborers,2,0
5126777,F,N,Y,1,112500,Working,Secondary / secondary special,Separated,House / apartment,49,25,1,0,1,0,Laborers,2,0
5028479,M,N,Y,0,148500,Working,Secondary / secondary special,Married,House / apartment,23,3,1,0,1,0,Laborers,2,0
5067205,M,N,N,1,405000,Working,Secondary / secondary special,Married,With parents,34,3,1,0,0,0,Drivers,3,0
5089039,F,Y,N,0,225000,Working,Secondary / secondary special,Widow,House / apartment,34,1,1,1,0,0,Laborers,1,0
5022231,F,N,Y,1,54000,Working,Secondary / secondary special,Married,House / apartment,42,0,1,0,0,0,,3,0
5092351,F,Y,Y,0,405000,Commercial associate,Higher education,Married,House / apartment,41,1,1,1,0,0,Laborers,2,0
5053148,F,N,Y,1,126000,Working,Secondary / secondary special,Married,House / apartment,33,2,1,0,0,0,Core staff,1,1
5137257,M,Y,N,0,166500,Commercial associate,Incomplete higher,Single / not married,House / apartment,28,5,1,1,0,0,Laborers,1,0
5136031,F,N,N,2,225000,State servant,Higher education,Married,With parents,29,9,1,0,0,0,Core staff,4,0
5054548,F,N,Y,0,202500,Working,Secondary / secondary special,Civil marriage,House / apartment,41,4,1,0,0,0,Sales staff,2,0
5116322,F,N,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,38,5,1,0,0,0,Laborers,4,0
5145980,F,Y,N,0,112500,State servant,Secondary / secondary special,Widow,House / apartment,53,16,1,0,0,0,Secretaries,1,0
5115738,M,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,31,2,1,0,1,0,Core staff,2,0
5113548,F,N,N,2,157500,Working,Higher education,Civil marriage,House / apartment,40,9,1,0,0,0,High skill tech staff,4,0
5061489,F,N,Y,1,135000,Working,Incomplete higher,Married,House / apartment,43,25,1,0,0,0,,3,0
5048466,F,Y,Y,1,126000,Working,Higher education,Married,House / apartment,25,0,1,0,0,0,,3,0
5046270,F,Y,Y,1,157500,Working,Secondary / secondary special,Single / not married,House / apartment,29,3,1,0,0,0,Private service staff,2,0
5142995,F,Y,N,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,27,3,1,1,0,1,Core staff,1,0
5142357,M,N,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,36,18,1,0,0,1,Laborers,3,0
5023624,F,N,N,2,180000,Commercial associate,Incomplete higher,Married,House / apartment,37,8,1,0,1,0,Sales staff,4,0
5010101,F,Y,Y,2,306000,State servant,Higher education,Married,House / apartment,37,10,1,0,0,0,Core staff,4,0
5029708,M,N,Y,1,90000,Working,Secondary / secondary special,Single / not married,House / apartment,34,1,1,1,0,0,Laborers,2,0
5116086,F,N,Y,1,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,43,1,1,0,0,0,Accountants,3,0
5114384,F,N,N,0,90000,Working,Secondary / secondary special,Married,House / apartment,51,25,1,0,0,0,Cooking staff,2,0
5054491,F,N,Y,0,103500,Working,Secondary / secondary special,Married,House / apartment,43,3,1,0,0,0,Medicine staff,2,0
5091033,M,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,23,3,1,0,0,1,Laborers,2,0
5150394,F,Y,Y,1,315000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,44,21,1,0,0,0,Medicine staff,3,0
5137070,M,Y,N,1,315000,Commercial associate,Higher education,Married,With parents,32,1,1,1,1,0,High skill tech staff,3,0
5132333,F,N,Y,0,180000,Working,Higher education,Married,House / apartment,46,4,1,0,0,0,Sales staff,2,0
5041425,F,Y,Y,0,202500,State servant,Higher education,Single / not married,House / apartment,60,41,1,0,1,0,,1,0
5036806,M,Y,Y,2,472500,Commercial associate,Higher education,Married,House / apartment,48,5,1,0,0,0,Managers,4,0
5041617,F,Y,Y,1,180000,Working,Higher education,Married,House / apartment,42,7,1,0,0,0,Core staff,3,0
5132952,F,N,Y,1,157500,State servant,Secondary / secondary special,Single / not married,House / apartment,34,3,1,0,0,0,Waiters/barmen staff,2,0
5142538,F,Y,Y,0,157500,Commercial associate,Higher education,Single / not married,House / apartment,43,3,1,0,0,0,Private service staff,1,0
5053337,F,N,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,48,4,1,0,0,0,,3,0
5085949,F,N,Y,0,261000,Commercial associate,Secondary / secondary special,Separated,House / apartment,54,5,1,0,1,0,High skill tech staff,1,0
5142821,M,Y,N,1,180000,Working,Higher education,Single / not married,House / apartment,40,17,1,0,1,0,Managers,2,0
5041826,F,Y,N,0,112500,Working,Secondary / secondary special,Married,Municipal apartment,47,2,1,0,1,0,Sales staff,2,0
5105101,F,N,Y,1,135000,Working,Higher education,Married,House / apartment,29,8,1,0,0,0,Accountants,3,0
5091727,F,Y,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,38,6,1,0,0,0,Medicine staff,2,0
5099740,F,N,Y,0,202500,Working,Secondary / secondary special,Separated,House / apartment,51,33,1,0,0,0,Laborers,1,0
5118635,F,N,N,1,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,40,2,1,0,0,0,Core staff,3,0
5091298,M,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,41,4,1,0,0,0,Drivers,3,0
5041563,F,Y,Y,0,180000,Commercial associate,Higher education,Married,House / apartment,35,0,1,1,1,0,,2,0
5022079,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,52,4,1,1,1,0,,2,0
5048400,F,N,Y,0,360000,Commercial associate,Higher education,Separated,House / apartment,49,7,1,0,1,0,Private service staff,1,0
5029122,F,N,Y,0,123750,Working,Secondary / secondary special,Married,House / apartment,45,1,1,0,0,0,Cleaning staff,2,0
5088180,F,N,N,0,180000,Working,Incomplete higher,Widow,House / apartment,53,5,1,1,1,0,Core staff,1,0
5139502,F,N,Y,0,270000,Commercial associate,Higher education,Single / not married,House / apartment,38,8,1,0,1,1,Private service staff,1,0
5116790,F,N,Y,0,81000,Working,Secondary / secondary special,Married,House / apartment,53,8,1,1,1,0,Managers,2,0
5118427,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,50,12,1,1,1,0,Cooking staff,2,0
5045287,F,N,Y,0,67500,Working,Secondary / secondary special,Single / not married,House / apartment,48,25,1,0,0,0,Medicine staff,1,0
5048587,F,N,Y,0,247500,Working,Secondary / secondary special,Separated,House / apartment,52,9,1,1,1,0,Laborers,1,0
5146166,F,Y,Y,0,162000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,49,8,1,0,1,0,Managers,2,0
5033477,F,N,N,0,153000,Commercial associate,Secondary / secondary special,Separated,With parents,32,3,1,0,1,0,Medicine staff,1,0
